NOW,TEAM_ID,millis,count,altp,temp,umi,p,gx,gy,gz,ax,ay,az,vz,maxAltitude,state,hora,data,alt,lat,lon,sat,parachute,rssi
2026-08-31 00:48:45,#11,0,1,475.58,25.00,60.00,960.00,0.0000,0.0000,0.0000,-0.0000,-0.8541,-9.7627,0.0000,475.58,0,0,0,475.58,-21.943050,-48.954090,10,0,-50
2026-08-31 00:48:45,#11,3,2,475.58,25.00,60.00,960.00,0.0000,0.0000,0.0000,-0.0000,-0.8541,-9.7627,0.0000,475.58,0,0,0,475.58,-21.943050,-48.954090,10,0,-50
2026-08-31 00:48:46,#11,6,3,475.58,25.00,60.00,960.00,0.0000,0.0000,0.0000,-0.0000,-0.8541,-9.7627,0.0000,475.58,0,0,0,475.58,-21.943050,-48.954090,10,0,-50
2026-08-31 00:48:46,#11,12,4,475.58,25.00,60.00,960.00,0.0000,0.0000,0.0000,-0.0000,-0.8541,-9.7627,0.0000,475.58,0,0,0,475.58,-21.943050,-48.954090,10,0,-50
2026-08-31 00:48:47,#11,17,5,475.58,25.00,60.00,960.00,0.0000,0.0000,0.0000,-0.0000,-0.8541,-9.7627,0.0000,475.58,0,0,0,475.58,-21.943050,-48.954090,10,0,-50
2026-08-31 00:48:47,#11,23,6,475.58,25.00,60.00,960.00,0.0000,0.0000,0.0000,-0.0000,-0.8541,-9.7627,0.0000,475.58,0,0,0,475.58,-21.943050,-48.954090,10,0,-50
2026-08-31 00:48:48,#11,27,7,475.58,25.00,60.00,960.00,0.0000,0.0000,0.0000,-0.0000,-0.8541,-9.7627,0.0000,475.58,0,0,0,475.58,-21.943050,-48.954090,10,0,-50
2026-08-31 00:48:48,#11,31,8,475.58,25.00,60.00,960.00,0.0000,0.0000,0.0000,-0.0000,-0.8541,-9.7627,0.0000,475.58,0,0,0,475.58,-21.943050,-48.954090,10,0,-50
2026-08-31 00:48:49,#11,38,9,475.58,25.00,60.00,960.00,0.0000,0.0000,0.0000,-0.0000,-0.8541,-9.7627,0.0000,475.58,0,0,0,475.58,-21.943050,-48.954090,10,0,-50
2026-08-31 00:48:49,#11,46,10,475.58,25.00,60.00,960.00,0.0000,0.0000,0.0000,-0.0000,-0.8541,-9.7627,0.0000,475.58,0,0,0,475.58,-21.943050,-48.954090,10,0,-50
